sample_no,SampleID,Method,Rt1,Rt2,QuantSN,QuantMass,QuantArea,Concentration,MolecularFormula,Monoiso_Mass,Smiles,IDLevel,Name,CAS
229,*44 229,GCxGC,2.225324074074074E-2,1.8857200000000001,74,BPI(151.11115Â±0.00100),233126,104.67157153863199,C21H36O3,336.26639999999901,CCCc1oc(CCCCCCCCCCC(=O)OC)c(C)c1C,2,"11-(3,4-Dimethyl-5-propyl-2-furyl)-undecanoic acid, methyl ester",86879-46-1
228,*47 228,GCxGC,2.2212731481481483E-2,1.8925700000000001,67,BPI(151.11115Â±0.00100),230308,60.5107701422695,C21H36O3,336.26639999999901,CCCc1oc(CCCCCCCCCCC(=O)OC)c(C)c1C,2,"11-(3,4-Dimethyl-5-propyl-2-furyl)-undecanoic acid, methyl ester",86879-46-1
233,*37 233,GCxGC,2.2334143518518521E-2,1.87886,18,BPI(151.11115Â±0.00100),49162,51.2802379156036,C21H36O3,336.26639999999901,CCCc1oc(CCCCCCCCCCC(=O)OC)c(C)c1C,2,"11-(3,4-Dimethyl-5-propyl-2-furyl)-undecanoic acid, methyl ester",86879-46-1
238,1862 238,GCxGC,2.4074652777777775E-2,3.3799800000000002,175,BPI(217.088469Â±3ppm),99655,45.402863795144498,C16H11N,217.0891,NA,3,11H-Benzo[a]carbazole (isomer),NA
243,1714 243,GCxGC,2.4074652777777775E-2,3.37405,32,BPI(217.088813Â±3ppm),17574,0.73601660638410404,C16H11N,217.0891,NA,3,11H-Benzo[a]carbazole (isomer),NA
237,1278 237,GCxGC,2.4074652777777775E-2,3.3726400000000001,112,BPI(217.088363Â±3ppm),64206,4.8891883351121201,C16H11N,217.0891,NA,3,11H-Benzo[a]carbazole (isomer)-Birgitta1,NA
241,1382 241,GCxGC,2.4276967592592593E-2,0.48586699999999899,82,BPI(217.088731Â±3ppm),6213,2.7682656241092198,C16H11N,217.0891,NA,3,11H-Benzo[a]carbazole (isomer)-Birgitta1,NA
243,1782 243,GCxGC,2.4681828703703706E-2,5.66715E-2,45,BPI(217.088340Â±3ppm),26170,1.09602563952839,C16H11N,217.0891,NA,3,11H-Benzo[a]carbazole (isomer)-Birgitta1,NA
238,1949 238,GCxGC,2.4681828703703706E-2,6.8571499999999896E-2,100,BPI(217.088698Â±3ppm),56143,25.5787765997772,C16H11N,217.0891,NA,3,11H-Benzo[a]carbazole (isomer)-Birgitta2,NA
237,1327 237,GCxGC,2.4681828703703706E-2,3.4285799999999901E-2,38,BPI(217.088686Â±3ppm),21379,1.6279780303454801,C16H11N,217.0891,NA,3,11H-Benzo[a]carbazole (isomer)-Birgitta2,NA
224,NA,LC,18.62,NA,NA,300.26679999999902,NA,NA,C18H36O3,NA,CCCCCCC(O)CCCCCCCCCCC(O)=O,2,12-hydroxystearic acid,106-14-9
221,NA,LC,19.350000000000001,NA,NA,302.22519999999901,NA,NA,C20H30O2,NA,CCC12CC(O)CC1C1CCC3=C(CC=C(C3)OC)C1CC2,2,"13-ethyl-3-methoxygona-2,5(10)-dien-17Î²-ol",14507-49-4
238,2474 238,GCxGC,2.8446064814814816E-2,3.27772,65,BPI(266.108403Â±3ppm),169981,77.443421712532796,C21H14,266.1096,C1c2cc3ccccc3cc2c4ccc5ccccc5c14,3,"13H-dibenzo[a,h]fluorene",239-85-0
238,976 239,GCxGC,2.8446064814814816E-2,3.2795999999999901,49,BPI(266.108660Â±3ppm),31781,7.9442992659853404,C21H14,266.1096,C1c2cc3ccccc3cc2c4ccc5ccccc5c14,3,"13H-dibenzo[a,h]fluorene",239-85-0
241,1782 241,GCxGC,2.8648495370370369E-2,0.46628599999999898,158,BPI(266.108977Â±3ppm),16775,7.4742726290732797,C21H14,266.1096,C1c2cc3ccccc3cc2c4ccc5ccccc5c14,3,"13H-dibenzo[a,h]fluorene",239-85-0
243,2204 243,GCxGC,2.8446064814814816E-2,3.3239999999999901,44,BPI(266.108600Â±3ppm),61025,2.55578772075736,C21H14,266.1096,C1c2cc3ccccc3cc2c4ccc5ccccc5c14,3,"13H-dibenzo[a,h]fluorene",239-85-0
237,1681 237,GCxGC,2.8446064814814816E-2,3.27772,61,BPI(266.108824Â±3ppm),32812,2.49858342914523,C21H14,266.1096,C1c2cc3ccccc3cc2c4ccc5ccccc5c14,3,"13H-dibenzo[a,h]fluorene",239-85-0
229,*13 229,GCxGC,7.2364583333333335E-3,2.6605699999999901,29,BPI(132.05645Â±0.00100),232420,48.028608700972804,C9H8O,132.0575,O=C1CCc2ccccc12,2,"1H-Inden-1-one, 2,3-dihydro-",83-33-0
230,371 230,GCxGC,7.2364583333333335E-3,2.6433800000000001,48,BPI(132.057007Â±3ppm),291505,41.050237453947602,C9H8O,132.0575,O=C1CCc2ccccc12,2,"1H-Inden-1-one, 2,3-dihydro-",83-33-0
238,*23 238,GCxGC,7.1555555555555565E-3,2.6880000000000002,13,BPI(132.05645Â±0.00100),12960,5.15,C9H8O,132.0575,O=C1CCc2ccccc12,2,"1H-Inden-1-one, 2,3-dihydro-",83-33-0
224,*44 224,GCxGC,1.589837962962963E-2,3.4902899999999901,22,BPI(144.04385Â±0.00100),70235,217.46063199350999,C9H7NO,145.052799999999,O=Cc1c[nH]c2ccccc12,2,1H-Indole-3-carboxaldehyde,487-89-8
238,909 238,GCxGC,1.589837962962963E-2,4.2421899999999901E-2,77,BPI(144.044614Â±3ppm),44507,15.3938363988017,C9H7NO,145.052799999999,O=Cc1c[nH]c2ccccc12,2,1H-Indole-3-carboxaldehyde,487-89-8
241,728 241,GCxGC,1.6100810185185187E-2,0.63792000000000004,139,BPI(144.044526Â±3ppm),16491,8.2815472979625202,C9H7NO,145.052799999999,O=Cc1c[nH]c2ccccc12,2,1H-Indole-3-carboxaldehyde,487-89-8
237,663 237,GCxGC,1.589837962962963E-2,2.0159099999999899E-2,39,BPI(144.044428Â±3ppm),39438,3.6975435098081801,C9H7NO,145.052799999999,O=Cc1c[nH]c2ccccc12,2,1H-Indole-3-carboxaldehyde,487-89-8
221,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"1H,1H,2H,2H-Perfluorohexyl methacrylate",1799-84-4
225,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"1H,1H,2H,2H-Perfluorohexyl methacrylate",1799-84-4
224,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"1H,1H,2H,2H-Perfluorohexyl methacrylate",1799-84-4
223,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"1H,1H,2H,2H-Perfluorohexyl methacrylate",1799-84-4
220,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"1H,1H,2H,2H-Perfluorohexyl methacrylate",1799-84-4
219,208 219,GCxGC,1.237696759259259E-2,2.7408399999999902,139,BPI(127.054328Â±3ppm),116143,131.812919920101,C12H10O,170.07320000000001,CC(=O)c1ccc2ccccc2c1,2,2'-Acetonaphthone,93-08-3
222,109 222,GCxGC,6.3055555555555564E-3,1.7477100000000001,37,BPI(57.070044Â±3ppm),43672,195.82548071900101,C10H22O2,174.16200000000001,CCCCC(CC)COCCO,2,2-(2-Ethylhexyloxy)ethanol,1559-35-9
219,218 219,GCxGC,1.2700810185185185E-2,2.7936399999999901,92,BPI(181.001423Â±3ppm),104238,192.608880430163,C8H7NS2,181.00200000000001,CSc1sc2ccccc2n1,2,2-(Methylthio)benzothiazole,615-22-5
221,*11 221,GCxGC,1.2741319444444446E-2,2.78399999999999,53,BPI(181.00095Â±0.00100),94222,146.93031016576401,C8H7NS2,181.00200000000001,CSc1sc2ccccc2n1,2,2-(Methylthio)benzothiazole,615-22-5
222,*38 222,GCxGC,1.2741319444444446E-2,2.77714999999999,16,BPI(181.00095Â±0.00100),21343,102.411023136167,C8H7NS2,181.00200000000001,CSc1sc2ccccc2n1,2,2-(Methylthio)benzothiazole,615-22-5
220,*24 220,GCxGC,1.2741319444444446E-2,2.77714999999999,47,BPI(181.00095Â±0.00100),90173,101.36980141533,C8H7NS2,181.00200000000001,CSc1sc2ccccc2n1,2,2-(Methylthio)benzothiazole,615-22-5
225,*19 225,GCxGC,1.2741319444444446E-2,2.77714999999999,15,BPI(181.00095Â±0.00100),17353,42.455640302642898,C8H7NS2,181.00200000000001,CSc1sc2ccccc2n1,2,2-(Methylthio)benzothiazole,615-22-5
230,974 230,GCxGC,1.2741319444444446E-2,2.78399999999999,163,BPI(181.001492Â±3ppm),146869,31.784105700800598,C8H7NS2,181.00200000000001,CSc1sc2ccccc2n1,2,2-(Methylthio)benzothiazole,615-22-5
229,*24 229,GCxGC,1.2741319444444446E-2,2.7908599999999901,43,BPI(181.00095Â±0.00100),88293,26.205844529886399,C8H7NS2,181.00200000000001,CSc1sc2ccccc2n1,2,2-(Methylthio)benzothiazole,615-22-5
232,*20 232,GCxGC,1.2741319444444446E-2,2.7702900000000001,12,BPI(181.00095Â±0.00100),11998,10.786320324316,C8H7NS2,181.00200000000001,CSc1sc2ccccc2n1,2,2-(Methylthio)benzothiazole,615-22-5
237,422 237,GCxGC,1.2741319444444446E-2,2.7793700000000001,102,BPI(148.021542Â±3ppm),82539,7.73851472579892,C8H7NS2,181.00200000000001,CSc1sc2ccccc2n1,2,2-(Methylthio)benzothiazole,615-22-5
241,459 241,GCxGC,1.286273148148148E-2,3.29348999999999,92,BPI(181.001470Â±3ppm),6955,3.4927027746849402,C8H7NS2,181.00200000000001,CSc1sc2ccccc2n1,2,2-(Methylthio)benzothiazole,615-22-5
228,not applicable,LC,2.2400000000000002,LC,Qualitative,309.10730000000001,NA,Qualitative,C12H15N5O5,not applicable,CC(=O)Nc1nc(=O)c2ncn(COCCOC(C)=O)c2[nH]1,3,"2-[(2-acetamido-6,9-dihydro-6-oxo-1H-purin-9-yl]methoxy]ethyl acetate",75128-73-3
233,2.31,LC,NA,NA,NA,NA,NA,NA,C12H15N5O5,mz 308.09955,CC(=O)Nc1nc(=O)c2ncn(COCCOC(C)=O)c2[nH]1,3,"2-[(2-acetamido-6,9-dihydro-6-oxo-1H-purin-9-yl]methoxy]ethyl acetate",75128-73-3
224,689 224,GCxGC,1.8286574074074077E-2,1.86974,209,BPI(57.069996Â±3ppm),1142763,3840.4198116695002,C16H34O3,274.25080000000003,CCCCCCCCCCCCOCCOCCO,2,2-[2-(Dodecyloxy)ethoxy]ethanol,3055-93-4
233,*33 233,GCxGC,1.836747685185185E-2,1.8720000000000001,32,BPI(57.06945Â±0.00100),501504,523.11225002292099,C16H34O3,274.25080000000003,CCCCCCCCCCCCOCCOCCO,2,2-[2-(Dodecyloxy)ethoxy]ethanol,3055-93-4
241,*17 241,GCxGC,1.8448379629629631E-2,0.30171500000000001,45,BPI(274.87585Â±0.00100),8906,3.9681592867079898,C8H5Br2N,272.87889999999902,BrCC#Cc1cccc(Br)n1,3,2-Bromo-6-(3-bromo-prop-1-ynyl)-pyridine,NA
243,1054 243,GCxGC,1.8246064814814816E-2,3.22824,61,BPI(274.876371Â±3ppm),53573,2.2436905459096099,C8H5Br2N,272.87889999999902,BrCC#Cc1cccc(Br)n1,3,2-Bromo-6-(3-bromo-prop-1-ynyl)-pyridine,NA
234,5.87,LC,NA,NA,NA,NA,NA,NA,NA,mz 238.03828,COc1cc2nc(Cl)nc(N)c2cc1OC,3,"2-chloro-6,7-dimethoxyquinazolin-4-amine",23680-84-4
225,NA,LC,6.69,NA,NA,165.07900000000001,NA,NA,C9H11NO2,NA,CCOc1ccccc1C(N)=O,2,2-Ethoxybenzamide,938-73-8
231,119 231,GCxGC,6.1436342592592584E-3,1.70743,289,BPI(81.069873Â±3ppm),1823239,1038.6586436673999,C12H22,166.1722,NA,NA,"2-Ethyldecahydronaphthalene, (Z,E)-",66660-41-1
234,*12 234,GCxGC,6.1436342592592584E-3,1.6937199999999899,13,BPI(81.06935Â±0.00100),20709,23.8223966649334,C12H22,166.1722,NA,2,"2-Ethyldecahydronaphthalene, (Z,E)-",66660-41-1
238,*18 238,GCxGC,6.1031250000000009E-3,1.70743,26,BPI(81.06935Â±0.00100),39892,5.93,C12H22,166.1722,NA,2,"2-Ethyldecahydronaphthalene, (Z,E)-",66660-41-1
224,823 224,GCxGC,2.0472222222222222E-2,2.2080000000000002,193,BPI(178.062495Â±3ppm),188196,632.45978989252603,C18H26O3,290.18819999999897,CCCCC(CC)COC(=O)/C=C/c1ccc(OC)cc1,2,2-Ethylhexyl trans-4-methoxycinnamate,83834-59-7
229,852 229,GCxGC,1.3753240740740739E-2,3.0135200000000002,45,BPI(136.052053Â±3ppm),25164,7.4688126097206302,C9H8O3,164.04734400000001,Cc1cc(C=O)c(O)c(C=O)c1,2,2-Hydroxy-5-methylisophthalaldehyde,7310-95-4
238,1514 238,GCxGC,2.1200810185185184E-2,2.544,468,BPI(219.116499Â±3ppm),584313,266.213271313353,C18H18,234.14089999999899,CC(C)c1ccc2c3ccccc3cc(C)c2c1,3,2-Isopropyl-10-methylphenanthrene,66552-97-4
237,1069 237,GCxGC,2.1200810185185184E-2,2.53715,425,BPI(219.116774Â±3ppm),279023,21.247173111983098,C18H18,234.14089999999899,CC(C)c1ccc2c3ccccc3cc(C)c2c1,3,2-Isopropyl-10-methylphenanthrene,66552-97-4
241,1182 241,GCxGC,2.1322222222222225E-2,2.9828600000000001,285,BPI(219.116668Â±3ppm),31255,13.925984561650299,C18H18,234.14089999999899,CC(C)c1ccc2c3ccccc3cc(C)c2c1,3,2-Isopropyl-10-methylphenanthrene,66552-97-4
243,1410 243,GCxGC,2.1200810185185184E-2,2.5508600000000001,152,BPI(219.116572Â±3ppm),315619,13.218437765468501,C18H18,234.14089999999899,CC(C)c1ccc2c3ccccc3cc(C)c2c1,3,2-Isopropyl-10-methylphenanthrene,66552-97-4
238,*50 239,GCxGC,2.1200810185185184E-2,2.5302899999999902,18,BPI(219.11625Â±0.00100),15118,3.7790477424614202,C18H18,234.14089999999899,CC(C)c1ccc2c3ccccc3cc(C)c2c1,3,2-Isopropyl-10-methylphenanthrene,66552-97-4
232,750 232,GCxGC,1.8084143518518517E-2,3.4285799999999901E-2,314,BPI(166.986053Â±3ppm),638669,415.40138814669001,C7H5NS2,166.9863,Sc1sc2ccccc2n1,2,2-Mercaptobenzothiazole,149-30-4
228,not applicable,LC,5.35,LC,Qualitative,166.06299999999899,NA,Qualitative,C9H10O3,not applicable,COc1cccc(C)c1C(O)=O,3,2-methoxy-6-methylbenzoic acid,6161-65-5
233,10.84,LC,NA,NA,NA,NA,NA,NA,C9H16O2,mz 155.10713,CC1CCCCC1OC(C)=O,3,2-methylcyclohexyl acetate,5726-19-2
222,*26 222,GCxGC,7.7627314814814816E-3,2.3451499999999901,12,BPI(141.06935Â±0.00100),10966,43.7066386183186,C11H10,142.07830000000001,Cc1cccc2ccccc12,2,2-Methylnaphthalene,91-57-6
220,*18 220,GCxGC,7.7627314814814816E-3,2.3519999999999901,10,BPI(141.06935Â±0.00100),13190,9.4326129553613498,C11H10,142.07830000000001,Cc1cccc2ccccc12,2,2-Methylnaphthalene,91-57-6
241,183 241,GCxGC,7.9246527777777787E-3,2.7366600000000001,91,BPI(141.070009Â±3ppm),13977,6.1348105862417803,C11H10,142.07830000000001,Cc1cccc2ccccc12,2,2-Methylnaphthalene,91-57-6
238,*27 238,GCxGC,7.7222222222222215E-3,2.36572,28,BPI(141.06935Â±0.00100),89140,4.91,C11H10,142.07830000000001,Cc1cccc2ccccc12,2,2-Methylnaphthalene,91-57-6
237,169 237,GCxGC,7.7627314814814816E-3,2.3519999999999901,40,BPI(141.069883Â±3ppm),44233,3.7525117026861698,C11H10,142.07830000000001,Cc1cccc2ccccc12,2,2-Methylnaphthalene,91-57-6
238,*9 239,GCxGC,7.7627314814814816E-3,2.35886,12,BPI(141.06935Â±0.00100),12685,3.1096617496994101,C11H10,142.07830000000001,Cc1cccc2ccccc12,2,2-Methylnaphthalene,91-57-6
243,190 243,GCxGC,7.7222222222222215E-3,2.38628999999999,33,BPI(141.070035Â±3ppm),57236,2.4392053653960599,C11H10,142.07830000000001,Cc1cccc2ccccc12,2,2-Methylnaphthalene,91-57-6
240,*10 240,GCxGC,7.7627314814814816E-3,2.3451499999999901,10,BPI(141.06935Â±0.00100),9260,1.4940447955288301,C11H10,142.07830000000001,Cc1cccc2ccccc12,2,2-Methylnaphthalene,91-57-6
238,204 238,GCxGC,7.4388888888888881E-3,2.2953100000000002,134,BPI(141.069850Â±3ppm),129525,37.7480200103412,C11H10,142.07830000000001,Cc1ccc2ccccc2c1,2,2-Methylnaphthalene,91-57-6
241,170 241,GCxGC,7.6008101851851853E-3,2.6605699999999901,175,BPI(141.069868Â±3ppm),20502,8.9987756055755206,C11H10,142.07830000000001,Cc1ccc2ccccc2c1,2,2-Methylnaphthalene,91-57-6
237,162 237,GCxGC,7.4388888888888881E-3,2.29067,91,BPI(141.070027Â±3ppm),80941,6.8666391546384196,C11H10,142.07830000000001,Cc1ccc2ccccc2c1,2,2-Methylnaphthalene,91-57-6
238,*8 239,GCxGC,7.4388888888888881E-3,2.29714999999999,15,BPI(141.06945Â±0.00100),18842,4.6190182647092097,C11H10,142.07830000000001,Cc1ccc2ccccc2c1,2,2-Methylnaphthalene,91-57-6
230,*21 230,GCxGC,7.4388888888888881E-3,2.2834300000000001,13,BPI(141.06945Â±0.00100),23154,3.2605862609859302,C11H10,142.07830000000001,Cc1ccc2ccccc2c1,2,2-Methylnaphthalene,91-57-6
243,178 243,GCxGC,7.3983796296296298E-3,2.30945,55,BPI(141.069997Â±3ppm),63577,2.7094374085503001,C11H10,142.07830000000001,Cc1ccc2ccccc2c1,2,2-Methylnaphthalene,91-57-6
240,*8 240,GCxGC,7.4388888888888881E-3,2.2902900000000002,14,BPI(141.06945Â±0.00100),15234,2.4579134357544601,C11H10,142.07830000000001,Cc1ccc2ccccc2c1,2,2-Methylnaphthalene,91-57-6
224,108 224,GCxGC,6.0222222222222231E-3,2.36572,1972,BPI(94.041449Â±3ppm),17585487,52627.523567260199,C8H10O2,138.06809999999899,OCCOc1ccccc1,2,2-Phenoxyethanol,122-99-6
225,66 225,GCxGC,6.0627314814814823E-3,2.3451499999999901,568,BPI(94.041411Â±3ppm),1355887,6515.3202071044998,C8H10O2,138.06809999999899,OCCOc1ccccc1,2,2-Phenoxyethanol,122-99-6
222,*14 222,GCxGC,6.0627314814814823E-3,2.3451499999999901,229,BPI(94.04075Â±0.00100),1367035,6129.7922246450698,C8H10O2,138.06809999999899,OCCOc1ccccc1,2,2-Phenoxyethanol,122-99-6
220,*11 220,GCxGC,6.0627314814814823E-3,2.3519999999999901,43,BPI(94.04075Â±0.00100),183073,159.366791367156,C8H10O2,138.06809999999899,OCCOc1ccccc1,2,2-Phenoxyethanol,122-99-6
241,*2 241,GCxGC,6.1436342592592584E-3,2.7497199999999902,461,BPI(94.04075Â±0.00100),285885,149.77760866008299,C8H10O2,138.06809999999899,OCCOc1ccccc1,2,2-Phenoxyethanol,122-99-6
219,101 219,GCxGC,6.0222222222222231E-3,2.36314,95,BPI(94.041340Â±3ppm),89091,129.47861788322399,C8H10O2,138.06809999999899,OCCOc1ccccc1,2,2-Phenoxyethanol,122-99-6
221,*6 221,GCxGC,6.0627314814814823E-3,2.36572,21,BPI(94.04075Â±0.00100),21385,80.941701914251297,C8H10O2,138.06809999999899,OCCOc1ccccc1,2,2-Phenoxyethanol,122-99-6
238,*17 238,GCxGC,6.0222222222222231E-3,2.3794300000000002,16,BPI(94.04075Â±0.00100),17770,6.91,C8H10O2,138.06809999999899,OCCOc1ccccc1,2,2-Phenoxyethanol,122-99-6
228,*11 228,GCxGC,6.0222222222222231E-3,2.35886,18,BPI(94.04075Â±0.00100),22880,5.7686135485268197,C8H10O2,138.06809999999899,OCCOc1ccccc1,2,2-Phenoxyethanol,122-99-6
243,*14 243,GCxGC,6.0222222222222231E-3,2.3725700000000001,25,BPI(94.04075Â±0.00100),123703,5.4380188739342303,C8H10O2,138.06809999999899,OCCOc1ccccc1,2,2-Phenoxyethanol,122-99-6
219,NA,LC,10.54,NA,NA,274.04169999999903,NA,NA,C13H10N2O3S,NA,OS(=O)(=O)c1ccc2nc([nH]c2c1)-c1ccccc1,3,2-phenyl-1H-benzimidazole-5-sulphonic acid,27503-81-7
220,NA,LC,10.62,NA,NA,274.04109999999901,NA,NA,C13H10N2O3S,NA,OS(=O)(=O)c1ccc2nc([nH]c2c1)-c1ccccc1,2,2-phenyl-1H-benzimidazole-5-sulphonic acid,27503-81-7
224,33 224,GCxGC,4.0388888888888887E-3,2.2080000000000002,122,BPI(91.054211Â±3ppm),1853293,5546.2905880592498,C8H10O,122.0732,OCCc1ccccc1,3,2-Phenylethanol,60-12-8
222,31 222,GCxGC,4.0388888888888887E-3,2.2080000000000002,55,BPI(91.054211Â±3ppm),487683,2186.7731707612302,C8H10O,122.0732,OCCc1ccccc1,3,2-Phenylethanol,60-12-8
225,2 225,GCxGC,3.5127314814814817E-3,2.0365700000000002,171,BPI(43.017844Â±3ppm),370999,1782.72767680165,C9H12O,136.088799999999,CC(C)(O)c1ccccc1,2,2-Phenylpropan-2-ol,617-94-7
232,*7 232,GCxGC,4.807986111111111E-3,2.3794300000000002,17,BPI(103.05385Â±0.00100),32029,27.840413904178401,C9H8O,132.0575,C=C(C=O)c1ccccc1,2,2-Phenylpropenal,4432-63-7
231,50 231,GCxGC,4.807986111111111E-3,2.3824399999999901,63,BPI(103.054424Â±3ppm),35325,20.123865597187802,C9H8O,132.0575,C=C(C=O)c1ccccc1,NA,2-Phenylpropenal,4432-63-7
233,*7 233,GCxGC,4.807986111111111E-3,2.36572,13,BPI(103.05385Â±0.00100),15305,10.501547889048201,C9H8O,132.0575,C=C(C=O)c1ccccc1,2,2-Phenylpropenal,4432-63-7
230,*8 230,GCxGC,4.807986111111111E-3,2.36572,12,BPI(103.05385Â±0.00100),23779,3.3329044152545699,C9H8O,132.0575,C=C(C=O)c1ccccc1,2,2-Phenylpropenal,4432-63-7
222,167 222,GCxGC,9.0174768518518512E-3,2.48915,120,BPI(121.064912Â±3ppm),183813,732.61429549051502,C10H12O2,164.083699999999,COc1ccc(CC(C)=O)cc1,2,"2-Propanone, 1-(4-methoxyphenyl)-",122-84-9
243,NA,LC,11.49,NA,NA,186.0889,NA,NA,C9H14O4,NA,C=COCCOCCOC(=O)C=C,2,"2-Propenoic acid, 2-[2-(ethenyloxy)ethoxy]ethyl ester",86273-46-3
233,367 233,GCxGC,1.1607986111111109E-2,2.6194299999999902,108,BPI(111.044149Â±3ppm),146726,118.04178678930499,C11H16O2,180.11500000000001,CC1(C)CCC[C@@]2(C)OC(=O)C=C12,2,"2(4H)-Benzofuranone, 5,6,7,7a-tetrahydro-4,4,7a-trimethyl-, (R)-",17092-92-1
230,827 230,GCxGC,1.1607986111111109E-2,2.62629,171,BPI(111.044165Â±3ppm),272193,50.7284604157432,C11H16O2,180.11500000000001,CC1(C)CCC[C@@]2(C)OC(=O)C=C12,2,"2(4H)-Benzofuranone, 5,6,7,7a-tetrahydro-4,4,7a-trimethyl-, (R)-",17092-92-1
231,*24 231,GCxGC,1.1607986111111109E-2,2.6331500000000001,33,BPI(111.04365Â±0.00100),38512,26.691769904772901,C11H16O2,180.11500000000001,CC1(C)CCC[C@@]2(C)OC(=O)C=C12,NA,"2(4H)-Benzofuranone, 5,6,7,7a-tetrahydro-4,4,7a-trimethyl-, (R)-",17092-92-1
224,*63 224,GCxGC,2.5531828703703702E-2,3.4079999999999901,23,BPI(268.01195Â±0.00100),44260,148.74211088781399,C14H8N2S2,268.0129,s1c2ccccc2nc1c3sc4ccccc4n3,3,"2,2'-Bibenzothiazole",4271-09-4
230,*60 230,GCxGC,2.5612731481481483E-2,3.36,38,BPI(268.01195Â±0.00100),50584,29.241638083221702,C14H8N2S2,268.0129,s1c2ccccc2nc1c3sc4ccccc4n3,3,"2,2'-Bibenzothiazole",4271-09-4
238,2129 238,GCxGC,2.6017476851851854E-2,3.1537299999999902,87,BPI(254.108658Â±3ppm),47404,21.5972841838847,C20H14,254.1096,c1ccc2cc(ccc2c1)c3ccc4ccccc4c3,3,"2,2'-binaphthalene",612-78-2
241,1538 241,GCxGC,2.617939814814815E-2,0.26742899999999897,95,BPI(254.109008Â±3ppm),7270,3.2392227727787,C20H14,254.1096,c1ccc2cc(ccc2c1)c3ccc4ccccc4c3,3,"2,2'-binaphthalene",612-78-2
237,1453 237,GCxGC,2.6017476851851854E-2,3.1489400000000001,47,BPI(254.108949Â±3ppm),25529,1.94399415953458,C20H14,254.1096,c1ccc2cc(ccc2c1)c3ccc4ccccc4c3,3,"2,2'-binaphthalene",612-78-2
228,not applicable,LC,9.36,LC,Qualitative,244.17910000000001,NA,Qualitative,C12H24N2O3,not applicable,C(CN1CCOCC1)OCCN1CCOCC1,3,"2,2'-dimorpholinyldiethyl ether",6425-39-4
232,1185 232,GCxGC,2.4600810185185187E-2,2.4339300000000001,58,BPI(395.799417Â±3ppm),31779,20.669612450132501,C12H3Cl7,391.80540000000002,Clc1ccc(c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,2,"2,2',3,3',4,4',5-Heptachloro-1,1'-biphenyl (PCB 170)",35065-30-6
228,*51 228,GCxGC,2.4560300925925926E-2,2.448,12,BPI(395.79885Â±0.00100),8568,2.2511431586352399,C12H3Cl7,391.80540000000002,Clc1ccc(c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,2,"2,2',3,3',4,4',5-Heptachloro-1,1'-biphenyl (PCB 170)",35065-30-6
230,13 229,GC,42.356000000000002,GC only,Qualitative,393.80250000000001,103687,Qualitative,C12H3Cl7,391.80599999999902,Clc1ccc(c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,2,"2,2',3,3',4,4',5-Heptachloro-1,1'-biphenyl (PCB 170)",35065-30-6
234,14 234,GC,42.356000000000002,GC only,Qualitative,393.80250000000001,7034,Qualitative,C12H3Cl7,391.80599999999902,Clc1ccc(c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,2,"2,2',3,3',4,4',5-Heptachloro-1,1'-biphenyl (PCB 170)",35065-30-6
228,13 228,GC,42.356000000000002,GC only,Qualitative,393.80250000000001,136040,Qualitative,C12H3Cl7,391.80599999999902,Clc1ccc(c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,2,"2,2',3,3',4,4',5-Heptachloro-1,1'-biphenyl (PCB 170)",35065-30-6
233,14 233,GC,42.356000000000002,GC only,Qualitative,393.80250000000001,9831,Qualitative,C12H3Cl7,391.80599999999902,Clc1ccc(c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,2,"2,2',3,3',4,4',5-Heptachloro-1,1'-biphenyl (PCB 170)",35065-30-6
231,15 231,GC,42.356000000000002,GC only,Qualitative,393.80250000000001,144825,Qualitative,C12H3Cl7,391.80599999999902,Clc1ccc(c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,NA,"2,2',3,3',4,4',5-Heptachloro-1,1'-biphenyl (PCB 170)",35065-30-6
232,15 232,GC,42.356000000000002,GC only,Qualitative,393.80250000000001,747839,Qualitative,C12H3Cl7,391.80599999999902,Clc1ccc(c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,2,"2,2',3,3',4,4',5-Heptachloro-1,1'-biphenyl (PCB 170)",35065-30-6
229,13 229,GC,42.356000000000002,GC only,Qualitative,393.80250000000001,103687,Qualitative,C12H3Cl7,391.80599999999902,Clc1ccc(c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,2,"2,2',3,3',4,4',5-Heptachloro-1,1'-biphenyl (PCB 170)",35065-30-6
